CompanyName,Industry,ESG_Environmental,ESG_Social,ESG_Governance,Year,Region,ESG_Rating
Company_450,Utilities,21.4,73.1,91.6,2021,2,AA
Company_450,Utilities,18.7,74.5,91.1,2022,2,AA
Company_450,Utilities,18.2,77.7,92.8,2023,2,AA
Company_450,Utilities,18.0,75.9,90.6,2024,2,AA
Company_450,Utilities,21.9,78.2,91.8,2025,2,AA
Company_451,Consumer Goods,62.5,79.2,80.0,2015,6,AA
Company_451,Consumer Goods,67.4,81.5,82.5,2016,6,AAA
Company_451,Consumer Goods,68.2,80.0,86.7,2017,6,AAA
Company_451,Consumer Goods,68.4,78.9,85.9,2018,6,AAA
Company_451,Consumer Goods,68.2,80.6,86.3,2019,6,AAA
Company_451,Consumer Goods,68.2,82.8,87.1,2020,6,AAA
Company_451,Consumer Goods,71.5,82.8,87.1,2021,6,AAA
Company_451,Consumer Goods,74.1,80.4,85.8,2022,6,AAA
Company_451,Consumer Goods,77.2,84.3,90.2,2023,6,AAA
Company_451,Consumer Goods,76.6,88.0,91.5,2024,6,AAA
Company_451,Consumer Goods,77.4,87.6,92.3,2025,6,AAA
Company_452,Consumer Goods,44.9,55.7,37.7,2015,1,BBB
Company_452,Consumer Goods,46.4,54.4,37.6,2016,1,BBB
Company_452,Consumer Goods,51.7,52.0,39.2,2017,1,BBB
Company_452,Consumer Goods,53.3,56.3,42.1,2018,1,A
Company_452,Consumer Goods,55.3,58.0,40.5,2019,1,A
Company_452,Consumer Goods,57.6,56.4,40.4,2020,1,A
Company_452,Consumer Goods,57.2,61.7,41.4,2021,1,A
Company_452,Consumer Goods,55.9,61.6,43.0,2022,1,A
Company_452,Consumer Goods,57.0,61.5,44.0,2023,1,A
Company_452,Consumer Goods,60.4,63.9,46.1,2024,1,A
Company_452,Consumer Goods,62.0,62.9,51.5,2025,1,A
Company_453,Energy,11.7,29.4,24.8,2015,4,CCC
Company_453,Energy,16.9,27.3,21.3,2016,4,CCC
Company_453,Energy,16.6,29.6,22.9,2017,4,CCC
Company_453,Energy,19.2,33.2,23.4,2018,4,CCC
Company_453,Energy,20.3,33.9,25.3,2019,4,CCC
Company_453,Energy,21.1,36.3,22.8,2020,4,CCC
Company_453,Energy,20.0,38.7,26.2,2021,4,CCC
Company_453,Energy,21.4,38.1,27.2,2022,4,CCC
Company_453,Energy,25.3,36.9,28.6,2023,4,BB
Company_453,Energy,22.7,36.4,37.1,2024,4,BB
Company_453,Energy,24.3,38.7,37.2,2025,4,BB
Company_454,Manufacturing,30.8,36.1,29.8,2015,4,BB
Company_454,Manufacturing,33.7,34.2,29.0,2016,4,BB
Company_454,Manufacturing,36.5,36.9,26.6,2017,4,BB
Company_454,Manufacturing,38.1,37.4,25.2,2018,4,BB
Company_454,Manufacturing,37.2,33.7,25.3,2019,4,BB
Company_454,Manufacturing,41.4,33.8,25.6,2020,4,BB
Company_454,Manufacturing,44.3,34.2,26.1,2021,4,BB
Company_454,Manufacturing,42.5,33.1,26.2,2022,4,BB
Company_454,Manufacturing,47.1,32.6,23.9,2023,4,BB
Company_454,Manufacturing,48.6,32.4,25.4,2024,4,BB
Company_454,Manufacturing,47.5,29.6,30.9,2025,4,BB
Company_455,Consumer Goods,67.0,20.7,34.5,2015,3,BBB
Company_455,Consumer Goods,69.3,19.4,35.2,2016,3,BBB
Company_455,Consumer Goods,71.7,20.6,37.0,2017,3,BBB
Company_455,Consumer Goods,72.8,21.8,37.1,2018,3,BBB
Company_455,Consumer Goods,77.4,21.7,36.1,2019,3,BBB
Company_455,Consumer Goods,76.6,23.0,36.2,2020,3,BBB
Company_455,Consumer Goods,75.9,24.6,38.4,2021,3,BBB
Company_455,Consumer Goods,78.9,24.3,39.5,2022,3,BBB
Company_455,Consumer Goods,76.4,22.7,41.6,2023,3,BBB
Company_455,Consumer Goods,80.6,23.1,42.5,2024,3,BBB
Company_455,Consumer Goods,80.2,23.0,42.3,2025,3,BBB
Company_456,Utilities,37.1,53.1,13.8,2015,1,BB
Company_456,Utilities,40.2,54.1,15.2,2016,1,BB
Company_456,Utilities,38.0,52.1,13.0,2017,1,BB
Company_456,Utilities,41.9,54.7,15.0,2018,1,BB
Company_456,Utilities,45.4,53.9,16.3,2019,1,BB
Company_456,Utilities,47.6,53.7,18.0,2020,1,BB
Company_456,Utilities,46.8,53.4,17.3,2021,1,BB
Company_456,Utilities,47.3,51.1,12.6,2022,1,BB
Company_456,Utilities,45.5,50.5,11.6,2023,1,BB
Company_456,Utilities,45.0,49.0,11.3,2024,1,BB
Company_456,Utilities,47.6,49.5,10.3,2025,1,BB
Company_457,Transportation,41.6,90.7,76.1,2015,5,AA
Company_457,Transportation,44.8,89.1,77.7,2016,5,AA
Company_457,Transportation,44.2,89.4,78.1,2017,5,AA
Company_457,Transportation,45.8,88.4,82.3,2018,5,AA
Company_457,Transportation,43.6,86.9,82.5,2019,5,AA
Company_457,Transportation,45.6,87.5,83.9,2020,5,AA
Company_457,Transportation,43.3,87.6,85.7,2021,5,AA
Company_457,Transportation,43.1,89.3,84.4,2022,5,AA
Company_457,Transportation,44.3,92.3,82.3,2023,5,AA
Company_457,Transportation,46.1,90.2,84.0,2024,5,AA
Company_457,Transportation,48.1,92.7,83.5,2025,5,AA
Company_458,Transportation,0.8,42.3,26.4,2015,1,CCC
Company_458,Transportation,0.0,44.5,26.6,2016,1,CCC
Company_458,Transportation,2.4,47.5,27.7,2017,1,CCC
Company_458,Transportation,4.8,48.7,31.0,2018,1,CCC
Company_458,Transportation,7.7,51.4,27.9,2019,1,CCC
Company_458,Transportation,11.6,52.0,28.6,2020,1,BB
Company_458,Transportation,12.9,55.6,26.5,2021,1,BB
Company_458,Transportation,12.3,54.8,27.9,2022,1,BB
Company_458,Transportation,13.5,51.5,27.0,2023,1,BB
Company_458,Transportation,17.3,53.7,28.6,2024,1,BB
Company_458,Transportation,17.5,51.4,28.8,2025,1,BB
Company_459,Transportation,27.2,33.1,78.1,2015,4,BBB
Company_459,Transportation,24.8,35.4,77.2,2016,4,BBB
Company_459,Transportation,25.1,32.9,76.0,2017,4,BBB
Company_459,Transportation,23.4,34.7,76.1,2018,4,BBB
Company_459,Transportation,24.7,37.1,79.5,2019,4,BBB
Company_459,Transportation,29.6,36.0,81.0,2020,4,BBB
Company_459,Transportation,31.9,38.3,81.3,2021,4,A
Company_459,Transportation,30.8,36.3,83.0,2022,4,A
Company_459,Transportation,30.1,38.1,82.8,2023,4,A
Company_459,Transportation,31.0,38.8,83.5,2024,4,A
Company_459,Transportation,34.3,37.9,84.2,2025,4,A
Company_460,Technology,69.3,56.5,43.4,2015,5,A
Company_460,Technology,69.5,57.7,44.1,2016,5,A
Company_460,Technology,65.9,55.9,45.3,2017,5,A
Company_460,Technology,66.8,57.2,46.9,2018,5,A
Company_460,Technology,64.2,58.2,48.4,2019,5,A
Company_460,Technology,61.2,59.6,49.8,2020,5,A
Company_460,Technology,61.1,57.6,50.0,2021,5,A
Company_460,Technology,60.7,58.7,51.4,2022,5,A
Company_460,Technology,61.3,59.2,52.5,2023,5,A
Company_460,Technology,63.5,59.8,53.6,2024,5,A
Company_460,Technology,64.0,59.5,55.8,2025,5,A
Company_461,Technology,81.8,92.0,57.9,2015,6,AAA
Company_461,Technology,79.9,95.1,54.9,2016,6,AAA
Company_461,Technology,78.4,95.8,57.0,2017,6,AAA
Company_461,Technology,83.0,96.3,59.9,2018,6,AAA
Company_461,Technology,86.1,98.1,60.5,2019,6,AAA
Company_461,Technology,84.5,97.0,65.1,2020,6,AAA
Company_461,Technology,85.3,99.7,65.1,2021,6,AAA
Company_461,Technology,85.8,100.0,63.3,2022,6,AAA
Company_461,Technology,86.7,97.5,62.3,2023,6,AAA
Company_461,Technology,89.6,97.1,60.4,2024,6,AAA
Company_461,Technology,94.4,98.7,59.3,2025,6,AAA
Company_462,Technology,87.5,76.3,54.8,2015,5,AA
Company_462,Technology,89.9,77.8,54.2,2016,5,AA
Company_462,Technology,93.1,75.7,54.6,2017,5,AA
Company_462,Technology,97.2,76.0,56.1,2018,5,AAA
Company_462,Technology,91.1,75.9,58.1,2019,5,AAA
Company_462,Technology,90.7,74.5,59.4,2020,5,AA
Company_462,Technology,88.8,71.5,60.1,2021,5,AA
Company_462,Technology,95.9,72.9,62.7,2022,5,AAA
Company_462,Technology,97.1,72.0,64.7,2023,5,AAA
Company_462,Technology,99.7,70.9,61.7,2024,5,AAA
Company_462,Technology,98.9,69.8,61.2,2025,5,AAA
Company_463,Technology,86.1,94.7,30.6,2015,3,AA
Company_463,Technology,89.4,97.2,32.8,2016,3,AA
Company_463,Technology,89.4,97.4,33.8,2017,3,AA
Company_463,Technology,89.6,95.7,35.9,2018,3,AA
Company_463,Technology,92.2,97.0,34.4,2019,3,AA
Company_463,Technology,91.9,97.3,37.4,2020,3,AAA
Company_463,Technology,91.9,100.0,38.2,2021,3,AAA
Company_463,Technology,91.3,100.0,39.2,2022,3,AAA
Company_463,Technology,90.3,96.2,43.5,2023,3,AAA
Company_463,Technology,90.2,97.2,45.2,2024,3,AAA
Company_463,Technology,90.7,97.5,45.8,2025,3,AAA
Company_464,Energy,55.5,74.2,75.9,2015,2,AA
Company_464,Energy,59.0,71.8,79.3,2016,2,AA
Company_464,Energy,56.2,70.9,79.3,2017,2,AA
Company_464,Energy,56.0,72.5,81.9,2018,2,AA
Company_464,Energy,54.9,71.9,78.9,2019,2,AA
Company_464,Energy,57.2,73.7,78.9,2020,2,AA
Company_464,Energy,56.9,75.5,79.1,2021,2,AA
Company_464,Energy,56.4,76.4,78.3,2022,2,AA
Company_464,Energy,57.4,75.5,77.0,2023,2,AA
Company_464,Energy,56.3,75.9,74.7,2024,2,AA
Company_464,Energy,56.7,72.1,74.7,2025,2,AA
Company_465,Retail,30.3,91.9,57.0,2015,6,A
Company_465,Retail,33.7,92.6,60.1,2016,6,AA
Company_465,Retail,38.4,93.7,58.2,2017,6,AA
Company_465,Retail,37.0,93.7,60.9,2018,6,AA
Company_465,Retail,35.2,95.8,60.1,2019,6,AA
Company_465,Retail,37.0,94.7,58.4,2020,6,AA
Company_465,Retail,39.9,96.1,58.0,2021,6,AA
Company_465,Retail,36.9,95.5,62.9,2022,6,AA
Company_465,Retail,38.8,94.1,57.4,2023,6,AA
Company_465,Retail,40.8,93.0,52.7,2024,6,AA
Company_465,Retail,42.0,93.0,53.6,2025,6,AA
Company_466,Consumer Goods,64.0,89.1,21.6,2015,6,A
Company_466,Consumer Goods,64.3,86.6,22.1,2016,6,A
Company_466,Consumer Goods,67.2,88.4,21.8,2017,6,A
Company_466,Consumer Goods,68.0,87.3,21.8,2018,6,A
Company_466,Consumer Goods,68.2,89.0,22.9,2019,6,AA
Company_466,Consumer Goods,69.0,89.0,25.2,2020,6,AA
Company_466,Consumer Goods,68.8,88.6,24.1,2021,6,AA
Company_466,Consumer Goods,71.1,93.8,21.9,2022,6,AA
Company_466,Consumer Goods,73.1,97.4,22.7,2023,6,AA
Company_466,Consumer Goods,73.2,97.4,28.4,2024,6,AA
Company_466,Consumer Goods,72.1,95.4,28.6,2025,6,AA
Company_467,Manufacturing,64.0,36.2,2.0,2015,4,BB
Company_467,Manufacturing,64.7,36.4,2.3,2016,4,BB
Company_467,Manufacturing,67.3,39.4,0.8,2017,4,BB
Company_467,Manufacturing,69.6,39.8,2.7,2018,4,BB
Company_467,Manufacturing,70.5,44.4,4.9,2019,4,BB
Company_467,Manufacturing,73.6,44.2,3.7,2020,4,BBB
Company_467,Manufacturing,74.9,45.1,3.5,2021,4,BBB
Company_467,Manufacturing,76.3,44.3,1.3,2022,4,BBB
Company_467,Manufacturing,76.3,46.4,3.1,2023,4,BBB
Company_467,Manufacturing,76.2,46.4,2.3,2024,4,BBB
Company_467,Manufacturing,78.0,47.4,3.5,2025,4,BBB
Company_468,Utilities,23.4,33.5,87.2,2015,1,BBB
Company_468,Utilities,24.6,37.1,86.7,2016,1,BBB
Company_468,Utilities,28.2,37.1,87.9,2017,1,A
Company_468,Utilities,31.1,35.7,87.6,2018,1,A
Company_468,Utilities,29.9,36.7,87.4,2019,1,A
Company_468,Utilities,31.0,34.7,87.5,2020,1,A
Company_468,Utilities,37.1,37.1,87.8,2021,1,A
Company_468,Utilities,40.0,36.4,89.7,2022,1,A
Company_468,Utilities,40.9,36.9,87.0,2023,1,A
Company_468,Utilities,42.8,38.5,87.1,2024,1,A
Company_468,Utilities,46.8,35.5,86.7,2025,1,A
Company_469,Retail,30.5,64.7,50.5,2015,4,BBB
Company_469,Retail,27.6,61.4,51.8,2016,4,BBB
Company_469,Retail,29.1,60.6,52.0,2017,4,BBB
Company_469,Retail,27.8,62.4,49.3,2018,4,BBB
Company_469,Retail,29.1,60.8,51.3,2019,4,BBB
Company_469,Retail,31.5,62.1,49.9,2020,4,BBB
Company_469,Retail,31.6,60.8,48.6,2021,4,BBB
Company_469,Retail,31.5,61.0,51.9,2022,4,BBB
Company_469,Retail,32.6,61.8,56.1,2023,4,A
Company_469,Retail,33.8,66.9,56.4,2024,4,A
Company_469,Retail,36.2,64.8,56.7,2025,4,A
Company_470,Technology,67.8,56.7,67.9,2015,5,AA
Company_470,Technology,67.0,60.2,69.2,2016,5,AA
Company_470,Technology,64.8,64.4,69.7,2017,5,AA
Company_470,Technology,67.3,66.4,68.8,2018,5,AA
Company_470,Technology,72.2,66.0,68.7,2019,5,AA
Company_470,Technology,69.6,68.7,69.2,2020,5,AA
Company_470,Technology,70.4,72.1,73.3,2021,5,AA
Company_470,Technology,71.0,71.8,76.0,2022,5,AA
Company_470,Technology,71.5,70.9,74.6,2023,5,AA
Company_470,Technology,71.9,71.2,76.6,2024,5,AA
Company_470,Technology,72.9,73.8,75.0,2025,5,AA
Company_471,Utilities,28.3,62.7,21.3,2015,0,BB
Company_471,Utilities,27.3,61.8,19.9,2016,0,BB
Company_471,Utilities,31.5,60.5,18.2,2017,0,BB
Company_471,Utilities,28.3,63.5,20.3,2018,0,BB
Company_471,Utilities,30.9,63.1,20.0,2019,0,BB
Company_471,Utilities,30.2,63.2,22.8,2020,0,BB
Company_471,Utilities,31.2,64.4,26.8,2021,0,BBB
Company_471,Utilities,32.2,66.2,25.8,2022,0,BBB
Company_471,Utilities,33.7,66.4,27.2,2023,0,BBB
Company_471,Utilities,39.3,66.3,26.2,2024,0,BBB
Company_471,Utilities,38.1,63.4,27.1,2025,0,BBB
Company_472,Healthcare,88.6,95.9,92.5,2015,2,AAA
Company_472,Healthcare,90.7,97.1,90.1,2016,2,AAA
Company_472,Healthcare,88.5,98.8,90.3,2017,2,AAA
Company_472,Healthcare,91.8,97.6,91.8,2018,2,AAA
Company_472,Healthcare,92.2,96.7,91.7,2019,2,AAA
Company_472,Healthcare,96.5,97.3,92.2,2020,2,AAA
Company_472,Healthcare,97.4,97.2,90.7,2021,2,AAA
Company_472,Healthcare,96.5,97.5,90.5,2022,2,AAA
Company_472,Healthcare,96.4,99.6,92.9,2023,2,AAA
Company_472,Healthcare,94.3,98.0,90.7,2024,2,AAA
Company_472,Healthcare,96.5,99.2,91.3,2025,2,AAA
Company_473,Retail,69.9,65.2,31.0,2015,1,A
Company_473,Retail,70.9,64.1,29.7,2016,1,A
Company_473,Retail,75.9,63.0,30.2,2017,1,A
Company_473,Retail,80.3,63.7,34.8,2018,1,A
Company_473,Retail,81.6,66.2,34.3,2019,1,AA
Company_473,Retail,82.1,65.7,36.7,2020,1,AA
Company_473,Retail,81.3,64.3,34.8,2021,1,AA
Company_473,Retail,84.6,64.9,34.5,2022,1,AA
Company_473,Retail,86.1,65.3,31.6,2023,1,AA
Company_473,Retail,89.1,63.8,32.7,2024,1,AA
Company_473,Retail,87.8,64.1,32.8,2025,1,AA
Company_474,Consumer Goods,52.5,48.3,68.6,2015,3,A
Company_474,Consumer Goods,54.6,49.6,71.0,2016,3,A
Company_474,Consumer Goods,57.3,47.5,72.4,2017,3,A
Company_474,Consumer Goods,61.5,48.0,73.5,2018,3,AA
Company_474,Consumer Goods,57.9,46.0,73.1,2019,3,A
Company_474,Consumer Goods,60.5,43.7,74.9,2020,3,A
Company_474,Consumer Goods,61.1,44.1,76.1,2021,3,AA
Company_474,Consumer Goods,59.5,44.4,80.5,2022,3,AA
Company_474,Consumer Goods,63.2,46.4,81.9,2023,3,AA
Company_474,Consumer Goods,62.9,48.9,79.9,2024,3,AA
Company_474,Consumer Goods,62.2,48.7,83.2,2025,3,AA
Company_475,Technology,94.4,39.5,76.1,2015,1,AA
Company_475,Technology,93.6,41.5,78.2,2016,1,AA
Company_475,Technology,92.0,41.8,76.1,2017,1,AA
Company_475,Technology,88.3,43.3,76.9,2018,1,AA
Company_475,Technology,84.3,46.0,74.9,2019,1,AA
Company_475,Technology,78.8,46.1,72.0,2020,1,AA
Company_475,Technology,80.4,47.5,69.2,2021,1,AA
Company_475,Technology,84.4,48.6,67.8,2022,1,AA
Company_475,Technology,86.2,49.7,66.7,2023,1,AA
Company_475,Technology,86.5,53.0,70.1,2024,1,AA
Company_475,Technology,86.5,52.8,66.7,2025,1,AA
Company_476,Retail,38.1,40.8,66.5,2015,1,BBB
Company_476,Retail,41.7,41.1,66.0,2016,1,BBB
Company_476,Retail,41.3,36.6,65.6,2017,1,BBB
Company_476,Retail,41.4,36.8,62.6,2018,1,BBB
Company_476,Retail,38.5,35.9,60.3,2019,1,BBB
Company_476,Retail,39.7,36.7,63.5,2020,1,BBB
Company_476,Retail,37.5,36.8,67.7,2021,1,BBB
Company_476,Retail,39.3,38.9,70.8,2022,1,BBB
Company_476,Retail,38.5,39.4,68.0,2023,1,BBB
Company_476,Retail,42.4,41.1,68.9,2024,1,A
Company_476,Retail,45.5,37.7,71.6,2025,1,A
Company_477,Manufacturing,49.8,48.5,27.3,2015,3,BBB
Company_477,Manufacturing,48.7,47.9,25.2,2016,3,BBB
Company_477,Manufacturing,48.5,48.5,22.9,2017,3,BB
Company_477,Manufacturing,47.8,49.3,22.0,2018,3,BB
Company_477,Manufacturing,51.8,49.6,22.4,2019,3,BBB
Company_477,Manufacturing,54.9,49.3,23.5,2020,3,BBB
Company_477,Manufacturing,54.4,50.6,24.9,2021,3,BBB
Company_477,Manufacturing,56.5,49.2,29.6,2022,3,BBB
Company_477,Manufacturing,56.0,50.1,31.5,2023,3,BBB
Company_477,Manufacturing,53.8,47.2,34.2,2024,3,BBB
Company_477,Manufacturing,54.1,47.3,33.8,2025,3,BBB
Company_478,Finance,95.6,91.3,91.8,2015,2,AAA
Company_478,Finance,96.9,93.9,93.5,2016,2,AAA
Company_478,Finance,96.2,97.2,94.7,2017,2,AAA
Company_478,Finance,97.7,99.8,92.6,2018,2,AAA
Company_478,Finance,98.2,100.0,92.4,2019,2,AAA
Company_478,Finance,100.0,100.0,94.6,2020,2,AAA
Company_478,Finance,99.6,100.0,93.5,2021,2,AAA
Company_478,Finance,100.0,99.0,94.5,2022,2,AAA
Company_478,Finance,100.0,100.0,96.3,2023,2,AAA
Company_478,Finance,100.0,100.0,94.9,2024,2,AAA
Company_478,Finance,100.0,100.0,94.0,2025,2,AAA
Company_479,Transportation,5.9,90.4,15.7,2015,6,BB
Company_479,Transportation,8.5,89.8,16.8,2016,6,BB
Company_479,Transportation,11.5,91.3,17.8,2017,6,BBB
Company_479,Transportation,13.8,90.6,20.9,2018,6,BBB
Company_479,Transportation,18.2,92.4,23.4,2019,6,BBB
Company_479,Transportation,20.4,91.9,25.5,2020,6,BBB
Company_479,Transportation,20.5,93.8,24.6,2021,6,BBB
Company_479,Transportation,22.9,95.7,23.2,2022,6,BBB
Company_479,Transportation,24.7,94.5,25.2,2023,6,BBB
Company_479,Transportation,24.4,97.4,26.5,2024,6,BBB
Company_479,Transportation,23.2,96.1,22.8,2025,6,BBB
Company_480,Retail,12.0,26.0,42.7,2015,4,CCC
Company_480,Retail,13.0,23.2,40.7,2016,4,CCC
Company_480,Retail,16.1,21.6,43.5,2017,4,CCC
Company_480,Retail,16.5,21.4,43.0,2018,4,CCC
Company_480,Retail,17.9,21.1,48.3,2019,4,CCC
Company_480,Retail,23.0,23.7,51.3,2020,4,BB
Company_480,Retail,21.3,22.5,55.8,2021,4,BB
Company_480,Retail,22.5,26.0,54.0,2022,4,BB
Company_480,Retail,22.7,27.9,54.3,2023,4,BB
Company_480,Retail,22.4,24.4,54.3,2024,4,BB
Company_480,Retail,23.1,26.0,54.3,2025,4,BB
Company_481,Transportation,22.0,17.9,20.3,2015,4,CCC
Company_481,Transportation,21.1,17.4,21.7,2016,4,CCC
Company_481,Transportation,21.4,13.6,19.9,2017,4,CCC
Company_481,Transportation,21.5,14.2,17.3,2018,4,CCC
Company_481,Transportation,22.4,12.8,18.5,2019,4,CCC
Company_481,Transportation,22.0,15.8,19.5,2020,4,CCC
Company_481,Transportation,23.2,17.3,21.2,2021,4,CCC
Company_481,Transportation,24.2,14.8,22.1,2022,4,CCC
Company_481,Transportation,23.9,13.2,23.2,2023,4,CCC
Company_481,Transportation,22.1,14.3,24.2,2024,4,CCC
Company_481,Transportation,25.4,15.5,24.1,2025,4,CCC
Company_482,Energy,70.3,80.3,78.9,2015,2,AAA
Company_482,Energy,72.4,80.5,79.3,2016,2,AAA
Company_482,Energy,73.5,81.6,78.9,2017,2,AAA
Company_482,Energy,74.8,84.4,79.7,2018,2,AAA
Company_482,Energy,74.0,87.1,81.1,2019,2,AAA
Company_482,Energy,73.1,88.9,79.1,2020,2,AAA
Company_482,Energy,74.7,91.8,80.9,2021,2,AAA
Company_482,Energy,71.3,92.1,81.1,2022,2,AAA
Company_482,Energy,74.3,93.1,84.1,2023,2,AAA
Company_482,Energy,76.1,92.5,85.7,2024,2,AAA
Company_482,Energy,76.6,96.0,86.0,2025,2,AAA
Company_483,Transportation,33.3,4.5,35.4,2015,1,CCC
Company_483,Transportation,38.1,4.9,30.0,2016,1,CCC
Company_483,Transportation,38.2,6.1,31.4,2017,1,CCC
Company_483,Transportation,39.6,6.4,34.7,2018,1,CCC
Company_483,Transportation,38.2,8.0,35.8,2019,1,CCC
Company_483,Transportation,36.6,8.6,34.5,2020,1,CCC
Company_483,Transportation,37.3,9.8,34.8,2021,1,CCC
Company_483,Transportation,37.0,14.4,37.8,2022,1,CCC
Company_483,Transportation,38.5,14.4,36.3,2023,1,CCC
Company_483,Transportation,38.7,14.8,34.7,2024,1,CCC
Company_483,Transportation,36.0,14.5,34.9,2025,1,CCC
Company_484,Manufacturing,38.5,80.2,27.5,2015,0,BBB
Company_484,Manufacturing,36.8,81.0,31.7,2016,0,BBB
Company_484,Manufacturing,40.9,83.2,31.0,2017,0,A
Company_484,Manufacturing,41.4,85.6,27.8,2018,0,A
Company_484,Manufacturing,41.8,89.6,28.5,2019,0,A
Company_484,Manufacturing,44.9,91.2,26.8,2020,0,A
Company_484,Manufacturing,45.6,92.7,27.5,2021,0,A
Company_484,Manufacturing,47.1,94.1,25.1,2022,0,A
Company_484,Manufacturing,46.3,92.0,26.3,2023,0,A
Company_484,Manufacturing,48.3,90.9,28.9,2024,0,A
Company_484,Manufacturing,46.2,92.2,26.7,2025,0,A
Company_485,Finance,94.5,42.6,2.9,2015,0,BBB
Company_485,Finance,95.0,43.0,5.2,2016,0,BBB
Company_485,Finance,94.4,46.1,6.7,2017,0,BBB
Company_485,Finance,94.1,48.7,7.3,2018,0,A
Company_485,Finance,94.2,46.1,7.0,2019,0,BBB
Company_485,Finance,94.8,46.5,10.9,2020,0,A
Company_485,Finance,97.8,48.3,10.4,2021,0,A
Company_485,Finance,100.0,48.5,11.7,2022,0,A
Company_485,Finance,99.1,49.6,6.8,2023,0,A
Company_485,Finance,98.4,48.2,1.5,2024,0,BBB
Company_485,Finance,98.4,47.6,2.4,2025,0,BBB
Company_486,Healthcare,76.9,76.9,60.2,2015,4,AA
Company_486,Healthcare,82.7,78.0,62.5,2016,4,AA
Company_486,Healthcare,84.4,77.2,58.4,2017,4,AA
Company_486,Healthcare,86.5,78.4,60.3,2018,4,AAA
Company_486,Healthcare,87.8,80.2,62.1,2019,4,AAA
Company_486,Healthcare,87.8,79.2,61.0,2020,4,AAA
Company_486,Healthcare,88.3,80.3,63.0,2021,4,AAA
Company_486,Healthcare,91.9,82.8,64.6,2022,4,AAA
Company_486,Healthcare,92.7,82.3,63.3,2023,4,AAA
Company_486,Healthcare,93.3,82.3,63.2,2024,4,AAA
Company_486,Healthcare,94.0,83.1,64.8,2025,4,AAA
Company_487,Technology,86.2,70.5,53.7,2015,2,AA
Company_487,Technology,85.2,69.7,54.0,2016,2,AA
Company_487,Technology,86.6,68.1,52.0,2017,2,AA
Company_487,Technology,89.4,69.4,54.1,2018,2,AA
Company_487,Technology,88.5,67.9,56.1,2019,2,AA
Company_487,Technology,91.5,67.5,57.2,2020,2,AA
Company_487,Technology,91.8,66.9,58.8,2021,2,AA
Company_487,Technology,94.5,68.2,56.5,2022,2,AA
Company_487,Technology,98.2,69.5,56.6,2023,2,AA
Company_487,Technology,97.2,68.3,55.0,2024,2,AA
Company_487,Technology,96.2,68.8,57.3,2025,2,AA
Company_488,Utilities,44.4,49.3,49.5,2015,6,BBB
Company_488,Utilities,46.3,48.9,50.8,2016,6,BBB
Company_488,Utilities,45.2,50.3,53.7,2017,6,BBB
Company_488,Utilities,44.1,47.4,54.0,2018,6,BBB
Company_488,Utilities,45.4,46.6,51.7,2019,6,BBB
Company_488,Utilities,47.5,47.7,50.5,2020,6,BBB
Company_488,Utilities,51.2,45.8,54.5,2021,6,A
Company_488,Utilities,51.3,45.5,53.7,2022,6,A
Company_488,Utilities,56.6,47.1,53.7,2023,6,A
Company_488,Utilities,55.4,46.9,54.5,2024,6,A
Company_488,Utilities,58.9,47.4,56.6,2025,6,A
Company_489,Consumer Goods,45.7,57.5,74.2,2015,1,A
Company_489,Consumer Goods,50.3,58.0,79.5,2016,1,AA
Company_489,Consumer Goods,49.5,58.4,81.4,2017,1,AA
Company_489,Consumer Goods,50.3,58.8,79.1,2018,1,AA
Company_489,Consumer Goods,51.5,61.4,79.3,2019,1,AA
Company_489,Consumer Goods,54.2,60.0,80.4,2020,1,AA
Company_489,Consumer Goods,53.8,63.7,81.0,2021,1,AA
Company_489,Consumer Goods,56.2,66.3,82.9,2022,1,AA
Company_489,Consumer Goods,60.0,67.5,85.1,2023,1,AA
Company_489,Consumer Goods,64.1,67.1,86.3,2024,1,AA
Company_489,Consumer Goods,69.7,68.3,83.6,2025,1,AA
Company_490,Retail,85.7,66.1,34.8,2015,0,AA
Company_490,Retail,86.7,63.5,34.2,2016,0,AA
Company_490,Retail,87.3,61.7,32.2,2017,0,AA
Company_490,Retail,89.3,60.2,34.4,2018,0,AA
Company_490,Retail,91.6,64.4,35.1,2019,0,AA
Company_490,Retail,92.3,65.0,38.2,2020,0,AA
Company_490,Retail,91.9,68.0,38.1,2021,0,AA
Company_490,Retail,92.4,68.4,39.7,2022,0,AA
Company_490,Retail,91.2,67.8,39.0,2023,0,AA
Company_490,Retail,93.6,69.9,37.6,2024,0,AA
Company_490,Retail,95.9,70.4,35.5,2025,0,AA
Company_491,Transportation,30.9,34.7,19.3,2015,3,CCC
Company_491,Transportation,34.1,38.0,18.6,2016,3,BB
Company_491,Transportation,39.2,40.1,16.6,2017,3,BB
Company_491,Transportation,39.5,36.6,18.3,2018,3,BB
Company_491,Transportation,41.0,34.6,17.2,2019,3,BB
Company_491,Transportation,44.6,35.5,21.8,2020,3,BB
Company_491,Transportation,48.6,37.7,22.8,2021,3,BB
Company_491,Transportation,48.9,36.6,26.6,2022,3,BB
Company_491,Transportation,48.0,36.2,29.5,2023,3,BB
Company_491,Transportation,49.8,37.2,28.9,2024,3,BB
Company_491,Transportation,50.6,37.0,27.2,2025,3,BB
Company_492,Manufacturing,14.2,71.5,48.4,2015,0,BBB
